,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
341,Ibaraki,"20 May, 2011",Ibaraki,Kujigawa River (Hitachiota City) (inland waters),"19 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,174,,3,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",174,3,f,f,
342,Ibaraki,"20 May, 2011",Ibaraki,"Nakagawa River (Hitachiomiya City)
(inland waters)","19 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,121,,7,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",121,7,f,f,
343,Fukushima,"20 May, 2011",Fukushima,"Iwaki City
(inland waters)","17 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,35,Not detectable,,Japan Chemical Analysis  Center,35,ND,f,f,
370,Kanagawa,"25 May, 2011",Kanagawa,Hayakawa River (Odawara City) (inland waters),"22 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,20,Not detectable,,"Kanagawa Prefectural Institute of
Public Health",20,ND,f,f,
371,Kanagawa,"25 May, 2011",Kanagawa,Sagami River (Atsugi City and Ebina City) (inland waters),"23 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,198,Not detectable,,"Kanagawa Prefectural Institute of
Public Health",198,ND,f,f,
372,Kanagawa,"25 May, 2011",Kanagawa,Sakawa River (Odawara City) (inland waters),"23 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Kanagawa Prefectural Institute of
Public Health",ND,ND,f,f,
399,Fukushima,"26 May, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"23 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",194,,Not detectable,,Japan Chemical Analysis  Center,194,ND,f,f,
400,Fukushima,"26 May, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"21 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",620,,18,,Japan Chemical Analysis  Center,620,18,f,f,
401,Fukushima,"26 May, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"22 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",141,,8.4,,Japan Chemical Analysis  Center,141,8.4,f,f,
434,Tokyo,"26 May, 2011",Tokyo,"Inagi City and Fuchu City (The middle stream of the
Tamagawa River) (inland waters)","25 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,175,Not detectable,,"Tokyo Metropolitan Industrial
Technology Research Institute",175,ND,f,f,
435,Tokyo,"26 May, 2011",Tokyo,Akiruno City (The middle stream of the Akikawa River) (inland waters),"25 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,59,Not detectable,,"Tokyo Metropolitan Industrial
Technology Research Institute",59,ND,f,f,
436,Saitama,"26 May, 2011",Saitama,Arakawa River (Asaka City and Shiki City) (inland waters),"23 - 24 May,2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,85.2,Not detectable,,"Center for Inspection of imported food and infectious  diseases, Yokohama Quarantine Station",85.2,ND,f,f,
437,Saitama,"26 May, 2011",Saitama,Arakawa River (Fukaya City) (inland waters),"23 - 24 May,2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,52.6,Not detectable,,"Center for Inspection of imported food and infectious  diseases, Yokohama Quarantine Station",52.6,ND,f,f,
445,Ibaraki,"28 May, 2011",Ibaraki,Kujigawa River (Daigo Town) (inland waters),"27 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,86,,2,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",86,2,f,f,
446,Ibaraki,"28 May, 2011",Ibaraki,Kujigawa River (Daigo Town) (inland waters),"27 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,89,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",89,ND,f,f,
447,Ibaraki,"28 May, 2011",Ibaraki,Kujigawa River (Daigo Town) (inland waters),"27 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,83,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",83,ND,f,f,
448,Ibaraki,"28 May, 2011",Ibaraki,"Kujigawa River (Hitachiomiya City)
(inland waters)","27 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,73,,2,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",73,2,f,f,
449,Tochigi,"30 May, 2011",Tochigi,Sano City (Watarase River) (inland waters),"29 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,200,Not detectable,,Private inspection facility,200,ND,f,f,
459,Ibaraki,"1 June, 2011",Ibaraki,"Hanazono River (tributary of Okita River)
(Kitaibaraki City) (inland waters)","31 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,230,,5,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",230,5,f,f,
465,Fukushima,"2 June, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"28 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,270,,13,Japan Chemical Analysis  Center,270,13,f,f,
466,Fukushima,"2 June, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"28 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,460,Not detectable,,Japan Chemical Analysis  Center,460,ND,f,f,
467,Fukushima,"2 June, 2011",Fukushima,Minami-soma City (Mano River) (inland waters),"26 May, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"2,900",Not detectable,,Japan Chemical Analysis  Center,2900,ND,f,f,
511,Fukushima,"8 June, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"4 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",135,,Not detectable,,Japan Chemical Analysis  Center,135,ND,f,f,
512,Fukushima,"8 June, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"4 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",189,,5.2,,Japan Chemical Analysis  Center,189,5.2,f,f,
566,Fukushima,"9 June, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"5 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,22.5,Not detectable,,Japan Chemical Analysis  Center,22.5,ND,f,f,
640,Fukushima,"16 June, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"6 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,240,Not detectable,,Japan Chemical Analysis  Center,240,ND,f,f,
641,Fukushima,"16 June, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"12 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,73,Not detectable,,Japan Chemical Analysis  Center,73,ND,f,f,
644,Fukushima,"16 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"7 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"1,200",Not detectable,,Japan Chemical Analysis  Center,1200,ND,f,f,
645,Fukushima,"16 June, 2011",Fukushima,Date City (Abukuma River) (inland waters),"10 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"1,310",Not detectable,,Japan Chemical Analysis  Center,1310,ND,f,f,
646,Fukushima,"16 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"12 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,710,Not detectable,,Japan Chemical Analysis  Center,710,ND,f,f,
647,Fukushima,"16 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"12 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,620,Not detectable,,Japan Chemical Analysis  Center,620,ND,f,f,
650,Fukushima,"16 June, 2011",Fukushima,"Aizuwakamatsu
City
(Agagawa River)
(inland waters)","12 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,90,Not detectable,,Japan Chemical Analysis  Center,90,ND,f,f,
664,Niigata,"18 June, 2011",Niigata,Uonuma City (Sanashi River) (inland waters),"16 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",ND,ND,f,f,
666,Miyagi,"15 June, 2011",Miyagi,Marumori Town (Abukuma River) (inland waters),"13 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,227,Not detectable,,Tohoku University,227,ND,f,f,
667,Miyagi,"15 June, 2011",Miyagi,Shibata Town (Shiroishi River) (inland waters),"14 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,64,Not detectable,,Tohoku University,64,ND,f,f,
674,Niigata,"21 June, 2011",Niigata,Murakami City (Miomote River) (inland waters),"19 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,3.1,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",3.1,ND,f,f,
683,Fukushima,"22 June, 2011",Fukushima,"Yukawa Village
(Agagawa River)","17 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
703,Miyagi,"22 June, 2011",Miyagi,"Hirose River
(inland waters)","20 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,18,Not detectable,,Tohoku University,18,ND,f,f,
727,Fukushima,"23 June, 2011",Fukushima,Minami-soma City (Mano River) (inland waters),"18 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"3,300",Not detectable,,Japan Chemical Analysis  Center,3300,ND,f,f,
729,Fukushima,"23 June, 2011",Fukushima,Minami-soma City ( Niida River) (inland waters),"20 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"4,400",Not detectable,,Japan Chemical Analysis  Center,4400,ND,f,f,
730,Fukushima,"23 June, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"18 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,22,Not detectable,,Japan Chemical Analysis  Center,22,ND,f,f,
732,Fukushima,"23 June, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"16 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,124,Not detectable,,Japan Chemical Analysis  Center,124,ND,f,f,
733,Fukushima,"23 June, 2011",Fukushima,Date City (Abukuma River) (inland waters),"18 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"1,260",Not detectable,,Japan Chemical Analysis  Center,1260,ND,f,f,
734,Fukushima,"23 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"19 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,490,Not detectable,,Japan Chemical Analysis  Center,490,ND,f,f,
735,Fukushima,"23 June, 2011",Fukushima,Yamatsuri Town (Kuji River) (inland waters),"19 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,94,Not detectable,,Japan Chemical Analysis  Center,94,ND,f,f,
750,Yamagata,"24 June, 2011",Yamagata,Sagae City (Sagae River) (inland waters),"21 -22 June,2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,2.9,Not detectable,,"Yamagata Prefectural Institute of Public
Health",2.9,ND,f,f,
825,Fukushima,"29 June, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"25 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,140,Not detectable,,"Fukushima Agricultural Technology
Centre",140,ND,f,f,
826,Fukushima,"29 June, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"25 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,113,Not detectable,,"Fukushima Agricultural Technology
Centre",113,ND,f,f,
827,Fukushima,"29 June, 2011",Fukushima,Date City (Abukuma River) (inland waters),"25 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"2,080",Not detectable,,"Fukushima Agricultural Technology
Centre",2080,ND,f,f,
828,Fukushima,"29 June, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"24 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,"1,120",Not detectable,,"Fukushima Agricultural Technology
Centre",1120,ND,f,f,
829,Fukushima,"29 June, 2011",Fukushima,Koriyama City (Abukuma River) (inland waters),"25 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,110,Not detectable,,"Fukushima Agricultural Technology
Centre",110,ND,f,f,
835,Fukushima,"29 June, 2011",Fukushima,Mishima Town (Agagawa River) (inland waters),"26 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,f,f,
836,Fukushima,"29 June, 2011",Fukushima,Kaneyama Town (Agagawa River) (inland waters),"25 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,39,Not detectable,,"Fukushima Agricultural Technology
Centre",39,ND,f,f,
837,Fukushima,"29 June, 2011",Fukushima,Minami-aizu Town (Agagawa River) (inland waters),"24 June, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,70,Not detectable,,"Fukushima Agricultural Technology
Centre",70,ND,f,f,
867,Niigata,"5 July, 2011",Niigata,Aga Town (Tokonami  River) (inland waters),"2 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,49,Not detectable,,"Niigata Prefecture Radiation
Monitoring Center",49,ND,f,f,
906,Fukushima,"6 July, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"2 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
907,Fukushima,"6 July, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"2 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,153,Not detectable,,"Fukushima Agricultural Technology
Centre",153,ND,f,f,
908,Fukushima,"6 July, 2011",Fukushima,Date City (Abukuma River) (inland waters),"3 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,840,Not detectable,,"Fukushima Agricultural Technology
Centre",840,ND,f,f,
909,Fukushima,"6 July, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"3 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,460,Not detectable,,"Fukushima Agricultural Technology
Centre",460,ND,f,f,
923,Fukushima,"6 July, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"3 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f,
924,Fukushima,"6 July, 2011",Fukushima,Showa Village (Agagawa) (inland waters),"3 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,60,Not detectable,,"Fukushima Agricultural Technology
Centre",60,ND,f,f,
930,Miyagi,"6 July, 2011",Miyagi,Kesennuma City (Okawa River) (inland waters),"4 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,53,Not detectable,,Tohoku University,53,ND,f,f,
962,Tochigi,"13 July, 2011",Tochigi,Motegi Town (Nakagawa River) (inland waters),"8 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,189,Not detectable,,Private inspection facility,189,ND,f,f,
963,Tochigi,"13 July, 2011",Tochigi,"Nasu-karasuyama
City
(Nakagawa River)
(inland waters)","8 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,240,Not detectable,,Private inspection facility,240,ND,f,f,
964,Tochigi,"13 July, 2011",Tochigi,Oyama City (Omoi River) (inland waters),"8 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,97,Not detectable,,Private inspection facility,97,ND,f,f,
965,Tochigi,"13 July, 2011",Tochigi,Utsunomiya City (Kinugawa River) (inland waters),"12 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,137,Not detectable,,Private inspection facility,137,ND,f,f,
966,Tochigi,"13 July, 2011",Tochigi,Ashikaga City (Watarase River) (inland waters),"8 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,250,Not detectable,,Private inspection facility,250,ND,f,f,
1025,Fukushima,"13 July, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"10 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,89,Not detectable,,"Fukushima Agricultural Technology
Centre",89,ND,f,f,
1026,Fukushima,"13 July, 2011",Fukushima,Date City (Abukuma River) (inland waters),"9 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,1610,Not detectable,,"Fukushima Agricultural Technology
Centre",1610,ND,f,f,
1030,Fukushima,"13 July, 2011",Fukushima,Showa Village (Agagawa River) (inland waters),"9 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,65,Not detectable,,"Fukushima Agricultural Technology
Centre",65,ND,f,f,
1049,Miyagi,"13 July, 2011",Miyagi,Kami Town (Naruse River) (inland waters),"11 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,37,Not detectable,,Tohoku University,37,ND,f,f,
1110,Fukushima,"20 July, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"14 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,f,f,
1111,Fukushima,"20 July, 2011",Fukushima,Date City (Abukuma River) (inland waters),"16 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,1170,Not detectable,,"Fukushima Agricultural Technology
Centre",1170,ND,f,f,
1112,Fukushima,"20 July, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"17 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,165,Not detectable,,"Fukushima Agricultural Technology
Centre",165,ND,f,f,
1113,Fukushima,"20 July, 2011",Fukushima,Koriyama City (Abukuma River) (inland waters),"18 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,159,Not detectable,,"Fukushima Agricultural Technology
Centre",159,ND,f,f,
1128,Yamagata,"21 July, 2011",Yamagata,"Funagata Town (Mogami-oguni River)
(inland waters)","14 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,41,Not detectable,,"Research Laboratory of Science, Yamagata Prefecture",41,ND,f,f,
1129,Yamagata,"21 July, 2011",Yamagata,Yonezawa City (Otaru River) (inland waters),"16 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,27,Not detectable,,"Research Laboratory of Science, Yamagata Prefecture",27,ND,f,f,
1130,Yamagata,"21 July, 2011",Yamagata,Tsuruoka City (Akagawa River) (inland waters),"19 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Research Laboratory of Science, Yamagata Prefecture",ND,ND,f,f,
1191,Fukushima,"27 July, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"24 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,38,Not detectable,,"Fukushima Agricultural Technology
Centre",38,ND,f,f,
1193,Fukushima,"27 July, 2011",Fukushima,Fukushima City (Abukuma River) (inland waters),"24 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,400,Not detectable,,"Fukushima Agricultural Technology
Centre",400,ND,f,f,
1194,Fukushima,"27 July, 2011",Fukushima,Date City (Abukuma River) (inland waters),"24 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,1240,Not detectable,,"Fukushima Agricultural Technology
Centre",1240,ND,f,f,
1201,Fukushima,"27 July, 2011",Fukushima,Yugawa Village (Agagawa River) (inland waters),"23 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,38,Not detectable,,"Fukushima Agricultural Technology
Centre",38,ND,f,f,
1202,Fukushima,"27 July, 2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","23 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,50,Not detectable,,"Fukushima Agricultural Technology
Centre",50,ND,f,f,
1203,Fukushima,"27 July, 2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"23 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,77,Not detectable,,"Fukushima Agricultural Technology
Centre",77,ND,f,f,
1204,Fukushima,"27 July, 2011",Fukushima,Shimogo Town (Agagawa River) (inland waters),"24 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,f,f,
1207,Fukushima,"27 July, 2011",Fukushima,Yanaizu Town (Agagawa River) (inland waters),"23 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,f,f,
1209,Fukushima,"27 July, 2011",Fukushima,Minamiaizu Town (Agagawa River) (inland waters),"22 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,f,f,
1233,Ibaraki,"28 July, 2011",Ibaraki,Kujigawa River (Daigo Town) (inland waters),"27 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,90,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",90,ND,f,f,
1234,Ibaraki,"28 July, 2011",Ibaraki,Kujigawa River (Daigo Town) (inland waters),"27 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,84,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",84,ND,f,f,
1322,Fukushima,"3 August, 2011",Fukushima,Iwaki City (Samegawa River) (inland waters),"31 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1407,Fukushima,"10 August, 2011",Fukushima,Minami-soma City (Mano River) (inland waters),"8 August, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,1770,Not detectable,,"Fukushima Agricultural Technology
Centre",1770,ND,f,f,
1408,Fukushima,"10 August, 2011",Fukushima,Iwaki City (Natsui River) (inland waters),"4 August, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,18.5,Not detectable,,"Fukushima Agricultural Technology
Centre",18.5,ND,f,f,
1424,Shizuoka,"10 August, 2011",Shizuoka,"Izu City
(Kano River)","7 August, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,15,Not detectable,,Private inspection facility,15,ND,f,f,
1425,Shizuoka,"10 August, 2011",Shizuoka,"Hamamatsu City
(Atago River)","30 July, 2011",______,"Ayu sweetfish(wild)
(Plecoglossus altivelis)",,5,Not detectable,,Private inspection facility,5,ND,f,f,
